number,value,datetime_start,datetime_complete,duration,params_bagging_fraction,params_bagging_freq,params_feature_fraction,params_lambda_l1,params_lambda_l2,params_learning_rate,params_max_depth,params_min_child_samples,params_num_leaves,params_use_base_price,params_use_category_Beverages,params_use_category_Extras,params_use_category_Pasta,params_use_category_Pizza,params_use_category_Rice Bowl,params_use_category_Salad,params_use_category_Sandwich,params_use_center_id,params_use_center_id_orders_mean,params_use_center_id_orders_median,params_use_center_id_orders_std,params_use_center_type_TYPE_A,params_use_center_type_TYPE_B,params_use_center_type_TYPE_C,params_use_checkout_price,params_use_cuisine_Continental,params_use_cuisine_Indian,params_use_cuisine_Italian,params_use_cuisine_Thai,params_use_demand_pct_change_1,params_use_emailer_for_promotion,params_use_emailer_for_promotion_rolling_sum_3,params_use_homepage_featured,params_use_homepage_featured_rolling_sum_3,params_use_is_holiday_week,params_use_lag1_x_emailer,params_use_lag1_x_home,params_use_meal_id,params_use_meal_id_orders_mean,params_use_meal_id_orders_median,params_use_meal_id_orders_std,params_use_num_orders_lag_1,params_use_num_orders_lag_10,params_use_num_orders_lag_2,params_use_num_orders_lag_3,params_use_num_orders_lag_5,params_use_price_diff,params_use_price_diff_x_emailer,params_use_price_diff_x_home,params_use_rolling_mean_10,params_use_rolling_mean_3,params_use_rolling_mean_5,params_use_rolling_std_10,params_use_rolling_std_3,params_use_rolling_std_5,params_use_rolling_volatility_10,params_use_rolling_volatility_5,params_use_seasonal_regime,params_use_weekofyear,params_use_weekofyear_cos,params_use_weekofyear_sin,params_use_weeks_since_emailer_for_promotion,params_use_weeks_since_homepage_featured,params_use_weeks_to_next_holiday,state
51,0.11237433309931966,2025-04-26 01:14:48.857677,2025-04-26 01:14:53.140447,0 days 00:00:04.282770,0.987154113969128,3,0.8822803205033041,1.1594345195262425,2.3491411603475125,0.05926106450774247,9,38,121,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,True,False,False,False,False,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,COMPLETE
52,0.10005255707408085,2025-04-26 01:14:53.156174,2025-04-26 01:14:57.362382,0 days 00:00:04.206208,0.9909015384158666,3,0.8882998568244064,2.6661242206584963,1.5224784911352078,0.08981148919042081,10,32,124,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,True,False,False,False,False,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,COMPLETE
53,0.10184018303487889,2025-04-26 01:14:57.378633,2025-04-26 01:15:01.591461,0 days 00:00:04.212828,0.9891246416367855,3,0.893664088687855,2.6578447468692277,0.4215696500444758,0.08807208931118964,10,32,124,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,True,False,False,False,False,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,COMPLETE
54,0.10099430857520342,2025-04-26 01:15:01.607431,2025-04-26 01:15:05.814428,0 days 00:00:04.206997,0.9856578826133585,3,0.8870577087103818,6.792540664318779,0.40401930121112445,0.0868244151370438,10,37,124,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,True,False,False,False,False,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,COMPLETE
55,0.14241756373591466,2025-04-26 01:15:05.830172,2025-04-26 01:15:09.854771,0 days 00:00:04.024599,0.999331888600163,2,0.8957347917873507,6.661644949838009,0.3972226794831478,0.14191952456174836,10,26,114,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,True,False,False,False,False,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,COMPLETE
56,0.10318389953381886,2025-04-26 01:15:09.870039,2025-04-26 01:15:14.040517,0 days 00:00:04.170478,0.966310496867388,3,0.9200784050136177,3.6077861393415884,0.2222153027296745,0.08866999848152429,10,32,124,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,True,False,False,False,False,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,COMPLETE
57,0.10599395943341679,2025-04-26 01:15:14.056982,2025-04-26 01:15:18.142907,0 days 00:00:04.085925,0.9678397857832383,3,0.9231594060276149,3.8693662935436635,0.4715794892242955,0.09286537721152291,9,35,108,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,True,False,False,False,False,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,COMPLETE
58,0.10173480412712489,2025-04-26 01:15:18.159147,2025-04-26 01:15:22.709736,0 days 00:00:04.550589,0.9862272484127463,3,0.90862991850165,2.5334895487802327,0.22201050258413568,0.11182620252281573,10,31,124,False,False,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True,False,False,False,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,True,False,True,True,True,COMPLETE
59,0.29539712259435463,2025-04-26 01:15:22.725661,2025-04-26 01:15:25.732530,0 days 00:00:03.006869,0.9819795971543197,3,0.9108234937379278,7.89280855804189,0.11510294154604334,0.11111198170699797,4,30,16,True,True,True,True,True,True,False,True,False,False,True,False,True,True,True,True,True,False,False,False,True,True,True,True,False,False,True,True,True,True,False,True,True,False,False,False,True,False,True,True,True,True,True,False,True,False,False,False,False,False,True,False,True,False,True,COMPLETE
60,0.11802342906094165,2025-04-26 01:15:25.748067,2025-04-26 01:15:29.858056,0 days 00:00:04.109989,0.9694901302989778,2,0.9041777584793387,4.825305155627803,0.22819810532203555,0.13871847207340285,10,32,69,False,False,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True,False,False,False,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,True,False,True,False,False,True,False,False,True,False,True,True,True,COMPLETE
61,0.11157805768587314,2025-04-26 01:15:29.874085,2025-04-26 01:15:34.572584,0 days 00:00:04.698499,0.9896817381735675,3,0.8821546379635316,2.9320469020522673,0.8871579265691137,0.10072873805253567,10,37,125,False,False,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True,False,False,False,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,True,False,True,True,True,COMPLETE
62,0.10493051488758103,2025-04-26 01:15:34.588731,2025-04-26 01:15:39.269569,0 days 00:00:04.680838,0.9747723497139944,3,0.9321645621524424,2.2240784012856842,0.5424361885096666,0.08723052765699799,10,34,125,False,False,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True,False,False,False,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,True,False,True,True,True,COMPLETE
63,0.1113373035453048,2025-04-26 01:15:39.284833,2025-04-26 01:15:43.750417,0 days 00:00:04.465584,0.9737989083422733,3,0.9317332978688995,2.0214008955636653,0.07707699288060531,0.08549272581948564,9,28,116,False,False,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True,False,False,False,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,True,False,True,True,True,COMPLETE
64,0.11345343995186306,2025-04-26 01:15:43.766573,2025-04-26 01:15:48.406593,0 days 00:00:04.640020,0.9632401043049805,2,0.8864988149816437,3.9528104653693523,0.5236506758326545,0.13306591360471945,10,34,124,False,False,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True,False,False,False,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,True,False,True,True,True,COMPLETE
65,0.10521576564766717,2025-04-26 01:15:48.422564,2025-04-26 01:15:52.833866,0 days 00:00:04.411302,0.8196802425442068,3,0.9187633299102761,8.16392475430279,0.3361858209337655,0.09231911837572289,10,30,121,False,False,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True,False,False,False,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,True,False,True,True,True,COMPLETE
66,0.12153610129106002,2025-04-26 01:15:52.849753,2025-04-26 01:15:56.801610,0 days 00:00:03.951857,0.7808337946475007,3,0.8943110172311297,5.763073628413641,0.18152489365351854,0.17173886202738198,9,33,112,False,False,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,False,False,False,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,True,False,True,True,True,COMPLETE
67,0.1569895528001912,2025-04-26 01:15:56.817702,2025-04-26 01:15:59.928127,0 days 00:00:03.110425,0.7008670922518838,3,0.9031882810127514,2.3990005838692015,0.03489557205322284,0.1150582750913963,10,32,29,False,False,True,False,False,False,True,True,True,False,True,False,True,True,True,True,True,False,False,False,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,True,False,True,True,True,COMPLETE
68,0.57768483525515,2025-04-26 01:15:59.943754,2025-04-26 01:16:03.539402,0 days 00:00:03.595648,0.9889587115879053,3,0.9291384603152448,3.051291311376404,0.6117472133227073,0.07467293621302222,10,36,105,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,False,True,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,True,False,True,True,True,COMPLETE
69,0.12074073620437113,2025-04-26 01:16:03.555085,2025-04-26 01:16:08.206029,0 days 00:00:04.650944,0.9343778937663907,2,0.8771421240481461,0.0011656251665327028,0.23303424879396148,0.10581786154527766,9,27,125,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,True,False,False,True,True,True,False,True,False,False,False,False,False,True,False,True,True,True,COMPLETE
70,0.14031997293324322,2025-04-26 01:16:08.221701,2025-04-26 01:16:12.325095,0 days 00:00:04.103394,0.9999372791035925,3,0.8626178396044276,0.014421657716852283,0.12872824933540222,0.08244181962646914,7,24,128,False,False,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True,False,False,False,True,True,True,True,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,True,False,True,True,True,COMPLETE
71,0.10477329247177992,2025-04-26 01:16:12.340690,2025-04-26 01:16:16.784921,0 days 00:00:04.444231,0.8184637121632251,3,0.9196515650082818,8.146866304000152,0.4014907454011356,0.09195171473982755,10,31,120,False,False,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True,False,False,False,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,True,False,True,True,True,COMPLETE
72,0.10598926015870032,2025-04-26 01:16:16.801006,2025-04-26 01:16:21.063396,0 days 00:00:04.262390,0.8013741152505155,3,0.9090565888453743,0.0032617610765158277,0.35076387781228036,0.12105390477544069,10,31,116,False,False,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True,False,False,False,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,True,False,True,True,True,COMPLETE
73,0.1064055500991014,2025-04-26 01:16:21.079878,2025-04-26 01:16:25.283146,0 days 00:00:04.203268,0.8512589370985569,3,0.9376814959528595,4.829264966066668,0.8611723392569322,0.15178852710005253,10,34,123,False,False,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True,False,False,False,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,True,False,True,True,True,COMPLETE
74,0.1176738641224705,2025-04-26 01:16:25.298638,2025-04-26 01:16:29.884434,0 days 00:00:04.585796,0.8289172883479262,2,0.8893523997689126,8.097814651714623,0.28323250811165673,0.09170307328743192,10,29,119,False,False,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True,False,False,False,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,True,False,True,True,True,COMPLETE
75,0.10996415306345109,2025-04-26 01:16:29.900364,2025-04-26 01:16:34.114019,0 days 00:00:04.213655,0.8710996930139008,3,0.9204007870412587,4.109754350782581,0.4461088518767622,0.10287516846071752,10,31,113,False,False,True,False,False,False,False,True,False,False,True,False,True,True,True,True,False,False,False,False,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,True,COMPLETE
76,0.13435855738290836,2025-04-26 01:16:34.129606,2025-04-26 01:16:38.573500,0 days 00:00:04.443894,0.8008128520276887,4,0.9436397970033544,1.7462647013162735,1.1050894143310848,0.0710008690134017,10,36,125,True,False,True,True,False,False,False,True,False,True,True,False,True,False,True,True,True,False,False,False,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,True,True,True,COMPLETE
77,0.10844180318737191,2025-04-26 01:16:38.589125,2025-04-26 01:16:42.955825,0 days 00:00:04.366700,0.756334160056961,3,0.873565530603511,6.114674858690379,0.16314507653332935,0.08181883155870999,9,7,117,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,True,True,True,True,False,True,True,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,COMPLETE
78,0.11682775091849688,2025-04-26 01:16:42.972386,2025-04-26 01:16:47.508187,0 days 00:00:04.535801,0.956953232414983,2,0.8423740887699677,9.738085397200303,0.6655602467431079,0.12697566092077658,10,34,110,False,False,True,False,False,False,False,True,False,False,True,True,True,True,True,True,False,False,False,False,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,True,COMPLETE
79,0.5972580921260616,2025-04-26 01:16:47.523886,2025-04-26 01:16:51.144006,0 days 00:00:03.620120,0.9803309522434687,3,0.8941496445865399,3.031308213390076,0.08616292049745947,0.09553480248205938,9,29,121,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,False,False,False,True,True,True,False,True,False,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,COMPLETE
80,0.5731353472321007,2025-04-26 01:16:51.159651,2025-04-26 01:16:53.880630,0 days 00:00:02.720979,0.9924094080814212,4,0.927141362350143,2.248566570415208,0.530558764784399,0.07399698629950001,5,27,116,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,True,True,False,False,True,True,False,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,COMPLETE
81,0.1066701575372823,2025-04-26 01:16:53.896352,2025-04-26 01:16:58.341280,0 days 00:00:04.444928,0.8170474281486351,3,0.915892094175192,7.854895188110098,0.3113419053408275,0.08901347703001204,10,30,121,False,False,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True,False,False,False,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,True,False,True,True,True,COMPLETE
82,0.10597242572473053,2025-04-26 01:16:58.356926,2025-04-26 01:17:02.712887,0 days 00:00:04.355961,0.8289869029922149,3,0.9054192767170903,4.832548693083749,0.20798415615706034,0.10786220493661837,10,32,125,False,False,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True,False,False,False,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,True,False,True,True,True,COMPLETE
